"","t","Rcr","Pen_S","Pen_I","Pen_R","Macro_S","Macro_R","Multi_S","Multi_R","Totcarrier_T","Cross_T","Reduction","Scenario","Lambda","pi"
"512423",365,0.58,0.566762907589182,0.367696971211946,0.065540121198872,0.686801678553556,0.313198321446444,0.528750670169801,0.275186084027063,0.484241965327993,0.63518588054348,2,4,0.0212908829922315,0.485526318788897
"512523",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.485526318788897,0.58,3,4,0.0212908829922315,0.485526318788897
"549023",365,0.58,0.576876693690243,0.365388692624758,0.0577346136849982,0.661852643409309,0.338147356590691,0.529008189006834,0.290278851907282,0.484485891048406,0.686038437444939,3,4,0.0212908829922315,0.485526318788897
"549123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.485526318788897,0.58,4,4,0.0212908829922315,0.485526318788897
"585623",365,0.58,0.581961795462287,0.367370117894892,0.0506680866428215,0.634213339196356,0.365786660803644,0.522552322884615,0.306377188225973,0.486212852828915,0.732892795204637,4,4,0.0212908829922315,0.485526318788897
"124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,1,1,0.0259986122288676,0.438563814271885
"36634",365,0.58,0.571571274773283,0.360079732079091,0.0683489931476264,0.72116003956092,0.27883996043908,0.540980280173234,0.248248965839031,0.438230704559397,0.579440525860309,1,1,0.0259986122288676,0.438563814271885
"36724",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,2,1,0.0259986122288676,0.438563814271885
"73224",365,0.58,0.615789009231158,0.328391892820874,0.0558190979479676,0.744352891618779,0.255647108381221,0.582827899232745,0.222685998382809,0.448475609716935,0.57959299377978,2,1,0.0259986122288676,0.438563814271885
"73324",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,3,1,0.0259986122288676,0.438563814271885
"109824",365,0.58,0.655340929310369,0.299746941623031,0.0449121290665997,0.765107807817044,0.234892192182957,0.620257975299237,0.199809238171825,0.45998309620764,0.579730101900482,3,1,0.0259986122288676,0.438563814271885
"109924",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,4,1,0.0259986122288676,0.438563814271885
"146424",365,0.58,0.689925665824375,0.274424246855127,0.0356500873204977,0.783263369139814,0.216736630860187,0.652985316362042,0.179796281397853,0.472574027874023,0.579848963881084,4,1,0.0259986122288676,0.438563814271885
"146524",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,1,2,0.0259986122288676,0.438563814271885
"183024",365,0.58,0.571571274773283,0.360079732079091,0.0683489931476264,0.72116003956092,0.27883996043908,0.540980280173234,0.248248965839031,0.438230704559397,0.579440525860309,1,2,0.0259986122288676,0.438563814271885
"183124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,2,2,0.0259986122288676,0.438563814271885
"219624",365,0.58,0.588230325297024,0.349229062293898,0.0625406124090773,0.729890913708611,0.270109086291389,0.55675152451261,0.238630285506975,0.442200236632152,0.579523700182893,2,2,0.0259986122288676,0.438563814271885
"219724",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,3,2,0.0259986122288676,0.438563814271885
"256224",365,0.58,0.60758551853299,0.336449967082285,0.0559645143847261,0.740041474179594,0.259958525820406,0.575073633661996,0.227446640949413,0.447429895032111,0.579608173732838,3,2,0.0259986122288676,0.438563814271885
"256324",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,4,2,0.0259986122288676,0.438563814271885
"292824",365,0.58,0.635608103678669,0.317198347682774,0.0471935486385569,0.754747178316437,0.245252821683563,0.601595739364687,0.21124045736958,0.456030706822721,0.579706792335751,4,2,0.0259986122288676,0.438563814271885
"292924",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,1,3,0.0259986122288676,0.438563814271885
"329424",365,0.58,0.571571274773283,0.360079732079091,0.0683489931476264,0.72116003956092,0.27883996043908,0.540980280173234,0.248248965839031,0.438230704559397,0.579440525860309,1,3,0.0259986122288676,0.438563814271885
"329524",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,2,3,0.0259986122288676,0.438563814271885
"366024",365,0.58,0.52579587107201,0.411864962853152,0.0623391660748387,0.697171755268208,0.302828244731793,0.497651732252197,0.27468410591198,0.443897994915991,0.579252876884359,2,3,0.0259986122288676,0.438563814271885
"366124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,3,3,0.0259986122288676,0.438563814271885
"402624",365,0.58,0.500673136105797,0.440060418090772,0.0592664458034308,0.684018523020772,0.315981476979228,0.473871982818192,0.289180323691623,0.447742193513832,0.579140327913328,3,3,0.0259986122288676,0.438563814271885
"402724",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,4,3,0.0259986122288676,0.438563814271885
"439224",365,0.58,0.453701409039382,0.493037548595567,0.0532610423650513,0.659431949476931,0.340568050523069,0.429411460489529,0.316278101973216,0.454712091207325,0.578947314173131,4,3,0.0259986122288676,0.438563814271885
"439324",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,1,4,0.0259986122288676,0.438563814271885
"475824",365,0.58,0.571571274773283,0.360079732079091,0.0683489931476264,0.72116003956092,0.27883996043908,0.540980280173234,0.248248965839031,0.438230704559397,0.579440525860309,1,4,0.0259986122288676,0.438563814271885
"475924",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,2,4,0.0259986122288676,0.438563814271885
"512424",365,0.58,0.58563668445819,0.354339838781887,0.060023476759923,0.697688421718548,0.302311578281452,0.546407765440918,0.26308265926418,0.437437105670649,0.634908181773236,2,4,0.0259986122288676,0.438563814271885
"512524",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,3,4,0.0259986122288676,0.438563814271885
"549024",365,0.58,0.594158153966086,0.353287836458613,0.0525540095753001,0.671541687368989,0.328458312631011,0.544605384090029,0.278905542754953,0.438036989498213,0.687227168613971,3,4,0.0259986122288676,0.438563814271885
"549124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.438563814271886,0.58,4,4,0.0259986122288676,0.438563814271885
"585624",365,0.58,0.597367301936515,0.356781938634242,0.045850759429243,0.642292492997433,0.357707507002567,0.535705690698841,0.296045895764893,0.440016040421679,0.735275344473424,4,4,0.0259986122288676,0.438563814271885
"125",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,1,1,0.0226608540497474,0.474156601696173
"36635",365,0.58,0.557815665301002,0.36987106299277,0.0723132717062278,0.713177672689438,0.286822327310562,0.527800174603139,0.256806836612699,0.474135889256222,0.580768734802674,1,1,0.0226608540497474,0.474156601696173
"36725",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,2,1,0.0226608540497474,0.474156601696173
"73225",365,0.58,0.602656212741681,0.337866656650826,0.059477130607492,0.736741005836646,0.263258994163353,0.570224303238782,0.230827084660454,0.484407101812059,0.580925365042617,2,1,0.0226608540497474,0.474156601696173
"73325",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,3,1,0.0226608540497474,0.474156601696173
"109825",365,0.58,0.643128683476423,0.308676951292199,0.0481943652313781,0.758018594582379,0.241981405417621,0.608513934364885,0.207366656306083,0.496042672356283,0.581068431966241,3,1,0.0226608540497474,0.474156601696173
"109925",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,4,1,0.0226608540497474,0.474156601696173
"146425",365,0.58,0.678825996561378,0.282652846421814,0.0385211570168092,0.776793258495653,0.223206741504348,0.64228392584932,0.18666467079229,0.508865743224707,0.581194831442707,4,1,0.0226608540497474,0.474156601696173
"146525",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,1,2,0.0226608540497474,0.474156601696173
"183025",365,0.58,0.557815665301002,0.36987106299277,0.0723132717062278,0.713177672689438,0.286822327310562,0.527800174603139,0.256806836612699,0.474135889256222,0.580768734802674,1,2,0.0226608540497474,0.474156601696173
"183125",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,2,2,0.0226608540497474,0.474156601696173
"219625",365,0.58,0.574232184377068,0.359271852189947,0.0664959634329852,0.721795557806194,0.278204442193807,0.543336812841441,0.247309070658179,0.477976944264186,0.580854309751775,2,2,0.0226608540497474,0.474156601696173
"219725",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,3,2,0.0226608540497474,0.474156601696173
"256225",365,0.58,0.593585300746717,0.346586524102882,0.0598281751504011,0.731962283045521,0.268037716954479,0.561651096579907,0.236103512787669,0.483112564954351,0.58094235573041,3,2,0.0226608540497474,0.474156601696173
"256325",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,4,2,0.0226608540497474,0.474156601696173
"292825",365,0.58,0.622197730644544,0.327024189333578,0.0507780800218784,0.747004527306468,0.252995472693532,0.588723086772384,0.219520828821372,0.491730433045435,0.581046877235233,4,2,0.0226608540497474,0.474156601696173
"292925",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,1,3,0.0226608540497474,0.474156601696173
"329425",365,0.58,0.557815665301002,0.36987106299277,0.0723132717062278,0.713177672689438,0.286822327310562,0.527800174603139,0.256806836612699,0.474135889256222,0.580768734802674,1,3,0.0226608540497474,0.474156601696173
"329525",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,2,3,0.0226608540497474,0.474156601696173
"366025",365,0.58,0.514206906092474,0.419710734887291,0.0660823590202349,0.690276247224824,0.309723752775175,0.486535006979679,0.282051853662381,0.479985039677328,0.580600789100702,2,3,0.0226608540497474,0.474156601696173
"366125",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,3,3,0.0226608540497474,0.474156601696173
"402625",365,0.58,0.490351315345219,0.446735134364934,0.0629135502898465,0.677760012447269,0.322239987552731,0.463961531537678,0.295850203745189,0.483904037222772,0.580498317082066,3,3,0.0226608540497474,0.474156601696173
"402725",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,4,3,0.0226608540497474,0.474156601696173
"439225",365,0.58,0.446362664567722,0.496848089527116,0.0567892459051614,0.654684832381991,0.345315167618009,0.422337267380084,0.32128977043037,0.490867238471375,0.580325331888082,4,3,0.0226608540497474,0.474156601696173
"439325",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,1,4,0.0226608540497474,0.474156601696173
"475825",365,0.58,0.557815665301002,0.36987106299277,0.0723132717062278,0.713177672689438,0.286822327310562,0.527800174603139,0.256806836612699,0.474135889256222,0.580768734802674,1,4,0.0226608540497474,0.474156601696173
"475925",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,2,4,0.0226608540497474,0.474156601696173
"512425",365,0.58,0.572759303433177,0.363466549763469,0.0637741468033549,0.690214122750656,0.309785877249344,0.534347009164962,0.271373582981129,0.473027467714152,0.635177278667048,2,4,0.0226608540497474,0.474156601696173
"512525",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,3,4,0.0226608540497474,0.474156601696173
"549025",365,0.58,0.582387345288358,0.361551284875879,0.0560613698357631,0.664853332626244,0.335146667373756,0.533954002598946,0.286713324684344,0.473389695376063,0.686553248445781,3,4,0.0226608540497474,0.474156601696173
"549125",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.474156601696174,0.58,4,4,0.0226608540497474,0.474156601696173
"585625",365,0.58,0.586884380886989,0.36401745086875,0.049098168244261,0.636667656482591,0.363332343517409,0.526709218637673,0.303157181268093,0.475202183212483,0.73383132286064,4,4,0.0226608540497474,0.474156601696173
"126",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,1,1,0.0233232764237821,0.461204461783542
"36636",365,0.58,0.559894439650934,0.368396945240291,0.0717086151087752,0.714385205660067,0.285614794339933,0.529791595173771,0.255511949862771,0.461175746766579,0.580569692553108,1,1,0.0233232764237821,0.461204461783542
"36726",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,2,1,0.0233232764237821,0.461204461783542
"73226",365,0.58,0.604559125321095,0.336498324357731,0.0589425503211742,0.737850114309081,0.262149885690919,0.572051376456552,0.229642136826376,0.471530723031639,0.58072432955456,2,1,0.0233232764237821,0.461204461783542
"73326",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,3,1,0.0233232764237821,0.461204461783542
"109826",365,0.58,0.64482300456147,0.307441006536515,0.0477359889020151,0.759012544687667,0.240987455312334,0.610145514829874,0.206309965580738,0.483232252154133,0.580865225592696,3,1,0.0233232764237821,0.461204461783542
"109926",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,4,1,0.0233232764237821,0.461204461783542
"146426",365,0.58,0.68029880733137,0.281562144461296,0.0381390482073334,0.777665796416458,0.222334203583542,0.643707594163817,0.185742990415989,0.496103649319277,0.580989357173002,4,1,0.0233232764237821,0.461204461783542
"146526",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,1,2,0.0233232764237821,0.461204461783542
"183026",365,0.58,0.559894439650934,0.368396945240291,0.0717086151087752,0.714385205660067,0.285614794339933,0.529791595173771,0.255511949862771,0.461175746766579,0.580569692553108,1,2,0.0233232764237821,0.461204461783542
"183126",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,2,2,0.0233232764237821,0.461204461783542
"219626",365,0.58,0.576240296347547,0.357833864134859,0.0659258395175937,0.722964052651737,0.277035947348263,0.545262152413117,0.246057803413832,0.465064870913178,0.58065408601389,2,2,0.0233232764237821,0.461204461783542
"219726",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,3,2,0.0233232764237821,0.461204461783542
"256226",365,0.58,0.595495543145093,0.345203828449959,0.0593006284049479,0.733076956960614,0.266923043039386,0.563484743857962,0.234912243752256,0.47024939611891,0.580740804634736,3,2,0.0233232764237821,0.461204461783542
"256326",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,4,2,0.0233232764237821,0.461204461783542
"292826",365,0.58,0.623943106985668,0.325744326519211,0.0503125664951206,0.748028741127584,0.251971258872416,0.590402068282665,0.218430220169413,0.478921560168738,0.580843548481609,4,2,0.0233232764237821,0.461204461783542
"292926",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,1,3,0.0233232764237821,0.461204461783542
"329426",365,0.58,0.559894439650934,0.368396945240291,0.0717086151087752,0.714385205660067,0.285614794339933,0.529791595173771,0.255511949862771,0.461175746766579,0.580569692553108,1,3,0.0233232764237821,0.461204461783542
"329526",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,2,3,0.0233232764237821,0.461204461783542
"366026",365,0.58,0.516047888554036,0.418412123216943,0.0655399882290209,0.691365777682277,0.308634222317723,0.488299446456115,0.280885780219802,0.46701228166552,0.580399947797653,2,3,0.0233232764237821,0.461204461783542
"366126",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,3,3,0.0233232764237821,0.461204461783542
"402626",365,0.58,0.492063596687007,0.445539574521779,0.062396828791214,0.678785734493056,0.321214265506944,0.46560311661759,0.294753785437526,0.47092522989423,0.580296634608206,3,3,0.0233232764237821,0.461204461783542
"402726",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,4,3,0.0233232764237821,0.461204461783542
"439226",365,0.58,0.447697511227264,0.495991788299047,0.0563107004736887,0.655519634313209,0.344480365686791,0.423619723979417,0.320402578438944,0.477918184431916,0.580121554677232,4,3,0.0233232764237821,0.461204461783542
"439326",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,1,4,0.0233232764237821,0.461204461783542
"475826",365,0.58,0.559894439650934,0.368396945240291,0.0717086151087752,0.714385205660067,0.285614794339933,0.529791595173771,0.255511949862771,0.461175746766579,0.580569692553108,1,4,0.0233232764237821,0.461204461783542
"475926",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,2,4,0.0233232764237821,0.461204461783542
"512426",365,0.58,0.574691366457297,0.362090537398559,0.0632180961441431,0.691412848379379,0.308587151620622,0.536177971416738,0.270073756580062,0.460122809913317,0.635006522981729,2,4,0.0233232764237821,0.461204461783542
"512526",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,3,4,0.0233232764237821,0.461204461783542
"549026",365,0.58,0.584157206536103,0.360286144130214,0.0555566493336827,0.66601061376908,0.33398938623092,0.535608011692509,0.285440191387326,0.460525604957128,0.686413702182163,3,4,0.0233232764237821,0.461204461783542
"549126",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.461204461783542,0.58,4,4,0.0233232764237821,0.461204461783542
"585626",365,0.58,0.588482557625588,0.362871719755697,0.0486457226187154,0.637753103819743,0.362246896180257,0.528175699312656,0.301940037867326,0.462364592380837,0.733723547962302,4,4,0.0233232764237821,0.461204461783542
"127",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,1,1,0.0246099433886994,0.393520078570762
"36637",365,0.58,0.559222476474007,0.368902165789704,0.0718753577362892,0.714000312463708,0.285999687536292,0.529150797652182,0.255928008714467,0.39349868057674,0.580628537197574,1,1,0.0246099433886994,0.393520078570762
"36727",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,2,1,0.0246099433886994,0.393520078570762
"73227",365,0.58,0.603136308251714,0.337542447574465,0.0593212441738206,0.737077644901123,0.262922355098877,0.57070058834812,0.230486635195283,0.404671722197954,0.580770274498859,2,1,0.0246099433886994,0.393520078570762
"73327",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,3,1,0.0246099433886994,0.393520078570762
"109827",365,0.58,0.642780466983972,0.308938613636626,0.0482809193794027,0.757920002544001,0.242079997455999,0.608208988083789,0.207508518555816,0.417174412241864,0.580899137300271,3,1,0.0246099433886994,0.393520078570762
"109927",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,4,1,0.0246099433886994,0.393520078570762
"146427",365,0.58,0.677799308359998,0.283402937984586,0.038797753655415,0.77633751624483,0.22366248375517,0.641339470733502,0.187202646128673,0.430838968742987,0.58101255207061,4,1,0.0246099433886994,0.393520078570762
"146527",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,1,2,0.0246099433886994,0.393520078570762
"183027",365,0.58,0.559222476474007,0.368902165789704,0.0718753577362892,0.714000312463708,0.285999687536292,0.529150797652182,0.255928008714467,0.39349868057674,0.580628537197574,1,2,0.0246099433886994,0.393520078570762
"183127",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,2,2,0.0246099433886994,0.393520078570762
"219627",365,0.58,0.574578570997374,0.359025848271916,0.06639558073071,0.722061694592177,0.277938305407824,0.543684809218584,0.247044543629033,0.397639327582033,0.580705452962758,2,2,0.0246099433886994,0.393520078570762
"219727",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,3,2,0.0246099433886994,0.393520078570762
"256227",365,0.58,0.592926929608125,0.34704089583621,0.060032174555665,0.731700554656234,0.268299445343766,0.56104935582466,0.236421871560301,0.403135504129831,0.580784848608889,3,2,0.0246099433886994,0.393520078570762
"256327",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,4,2,0.0246099433886994,0.393520078570762
"292827",365,0.58,0.620681840879691,0.328097637570708,0.0512205215496007,0.746291779704875,0.253708220295125,0.58731163104048,0.220338010455914,0.412335661295227,0.580879151599039,4,2,0.0246099433886994,0.393520078570762
"292927",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,1,3,0.0246099433886994,0.393520078570762
"329427",365,0.58,0.559222476474007,0.368902165789704,0.0718753577362892,0.714000312463708,0.285999687536292,0.529150797652182,0.255928008714467,0.39349868057674,0.580628537197574,1,3,0.0246099433886994,0.393520078570762
"329527",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,2,3,0.0246099433886994,0.393520078570762
"366027",365,0.58,0.516229571256957,0.417819196198375,0.0659512325446682,0.691423370549228,0.308576629450772,0.488466451941445,0.28081351013526,0.39947773441275,0.580468531044537,2,3,0.0246099433886994,0.393520078570762
"366127",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,3,3,0.0246099433886994,0.393520078570762
"402627",365,0.58,0.49283718393068,0.444258710240454,0.0629041058288654,0.679150505090462,0.320849494909538,0.466330292331102,0.29434260330996,0.403429740837479,0.580371024814502,3,3,0.0246099433886994,0.393520078570762
"402727",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,4,3,0.0246099433886994,0.393520078570762
"439227",365,0.58,0.449188294207645,0.493812372019773,0.0569993337725823,0.656254278154834,0.343745721845166,0.425025659304568,0.319583086942089,0.410664484917056,0.580203876535923,4,3,0.0246099433886994,0.393520078570762
"439327",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,1,4,0.0246099433886994,0.393520078570762
"475827",365,0.58,0.559222476474007,0.368902165789704,0.0718753577362892,0.714000312463708,0.285999687536292,0.529150797652182,0.255928008714467,0.39349868057674,0.580628537197574,1,4,0.0246099433886994,0.393520078570762
"475927",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,2,4,0.0246099433886994,0.393520078570762
"512427",365,0.58,0.573888664553094,0.362580578860108,0.0635307565867977,0.691625453526454,0.308374546473547,0.535615254183211,0.270101136103664,0.392477153753962,0.6338745619625,2,4,0.0246099433886994,0.393520078570762
"512527",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,3,4,0.0246099433886994,0.393520078570762
"549027",365,0.58,0.583406142349329,0.360598329743837,0.0559955279068346,0.66691067302276,0.33308932697724,0.535379282029868,0.285062466657779,0.392879796996695,0.684269490350512,3,4,0.0246099433886994,0.393520078570762
"549127",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.393520078570762,0.58,4,4,0.0246099433886994,0.393520078570762
"585627",365,0.58,0.587954259991176,0.362852193741887,0.0491935462669373,0.63945082806542,0.36054917193458,0.528528345094408,0.301123257037812,0.394686893559573,0.730800558771371,4,4,0.0246099433886994,0.393520078570762
"128",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.493986009622541,0.58,1,1,0.0225944353710793,0.493986009622541
"36638",365,0.58,0.560035191352722,0.368282054827495,0.0716827538197829,0.714464060135644,0.285535939864356,0.529924879529788,0.255425628041422,0.49395908535827,0.580559224331504,1,1,0.0225944353710793,0.493986009622541
"36728",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.493986009622541,0.58,2,1,0.0225944353710793,0.493986009622541
"73228",365,0.58,0.605111353906741,0.336090055505305,0.058798590587954,0.738142399534845,0.261857600465156,0.572573614917016,0.229319861475431,0.503914362116315,0.580720321397322,2,1,0.0225944353710793,0.493986009622541
"73328",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.493986009622541,0.58,3,1,0.0225944353710793,0.493986009622541
"109828",365,0.58,0.645720103331792,0.306782218833413,0.0474976778347959,0.759483934627599,0.240516065372402,0.610993619049179,0.205789581089789,0.515224323371172,0.580867226803207,3,1,0.0225944353710793,0.493986009622541
"109928",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.493986009622541,0.58,4,1,0.0225944353710793,0.493986009622541
"146428",365,0.58,0.681454947044447,0.280710627379115,0.0378344255764377,0.778271743556332,0.221728256443668,0.644800305340583,0.185073614739804,0.527709826719953,0.580996669145033,4,1,0.0225944353710793,0.493986009622541
"146528",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.493986009622541,0.58,1,2,0.0225944353710793,0.493986009622541
"183028",365,0.58,0.560035191352722,0.368282054827495,0.0716827538197829,0.714464060135644,0.285535939864356,0.529924879529788,0.255425628041422,0.49395908535827,0.580559224331504,1,2,0.0225944353710793,0.493986009622541
"183128",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.493986009622541,0.58,2,2,0.0225944353710793,0.493986009622541
"219628",365,0.58,0.576904734809009,0.357356767732543,0.0657384974584477,0.723316932437915,0.276683067562085,0.545890903788503,0.245669236541578,0.497719367909216,0.580647567470838,2,2,0.0225944353710793,0.493986009622541
"219728",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.493986009622541,0.58,3,2,0.0225944353710793,0.493986009622541
"256228",365,0.58,0.596641625870267,0.34438526648756,0.0589731076421729,0.733681932861184,0.266318067138816,0.564569131392909,0.234245572661458,0.502747609735871,0.580738092191232,3,2,0.0225944353710793,0.493986009622541
"256328",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.493986009622541,0.58,4,2,0.0225944353710793,0.493986009622541
"292828",365,0.58,0.625463998197202,0.324647959387574,0.0498880424152247,0.748829446409015,0.251170553590985,0.591840835695386,0.217547391089169,0.511161304006348,0.580845072414996,4,2,0.0225944353710793,0.493986009622541
